,Ancho_cm,Alto_cm,Espesor_cm,Distancia_cm,BeamOn,Actividad_Ci,Neutrones,Gammas,Electrones,N_termicos,N_epitermicos,N_rapidos,Frac_termica_%,Efic_deteccion_%,Tasa_n_det_ps,Tasa_term_ps,Area_frontal_cm2,Cara_cuadrada
1533,13.0,6.0,3.0,0,100000,2.98,3761,2348,67,17,539,3205,0.017,3.761,246571.16,41.92,78.0,False
1534,13.0,6.0,4.0,0,100000,2.98,2158,1481,47,17,394,1747,0.017,2.158,141478.48,24.05,78.0,False
1535,13.0,6.0,5.0,0,100000,2.98,1384,953,29,23,320,1041,0.023,1.384,90735.04,20.87,78.0,False
1536,13.0,6.0,6.0,0,100000,2.98,859,726,17,30,222,607,0.03,0.859,56316.04,16.89,78.0,False
1537,13.0,6.0,7.0,0,100000,2.98,651,540,12,27,191,433,0.027,0.651,42679.56,11.52,78.0,False
1538,13.0,6.0,8.0,0,100000,2.98,475,413,6,18,120,337,0.018,0.475,31141.0,5.61,78.0,False
1539,13.0,6.0,9.0,0,100000,2.98,344,307,6,15,104,225,0.015,0.344,22552.64,3.38,78.0,False
1540,13.0,7.0,10.0,0,100000,2.98,272,253,5,17,93,162,0.017,0.272,17832.32,3.03,91.0,False
1541,13.0,7.0,11.0,0,100000,2.98,181,196,8,15,64,102,0.015,0.181,11866.36,1.78,91.0,False
1542,13.0,7.0,12.0,0,100000,2.98,140,168,1,12,48,80,0.012,0.14,9178.4,1.1,91.0,False
1543,13.0,7.0,13.0,0,100000,2.98,94,151,2,11,28,55,0.011,0.094,6162.64,0.68,91.0,False
1544,13.0,7.0,14.0,0,100000,2.98,83,106,2,7,23,53,0.007,0.083,5441.48,0.38,91.0,False
1545,13.0,7.0,15.0,0,100000,2.98,69,96,1,7,21,41,0.007,0.069,4523.64,0.32,91.0,False
1546,13.0,7.0,16.0,0,100000,2.98,46,112,4,6,13,27,0.006,0.046,3015.76,0.18,91.0,False
1547,13.0,7.0,17.0,0,100000,2.98,44,74,2,6,14,24,0.006,0.044,2884.64,0.17,91.0,False
1548,13.0,7.0,18.0,0,100000,2.98,25,67,3,3,12,10,0.003,0.025,1639.0,0.05,91.0,False
1549,13.0,7.0,19.0,0,100000,2.98,24,60,1,1,6,17,0.001,0.024,1573.44,0.02,91.0,False
1550,13.0,7.0,1.0,0,100000,2.98,17406,10741,328,1,872,16533,0.001,17.406,1141137.36,11.41,91.0,False
1551,13.0,7.0,20.0,0,100000,2.98,12,57,0,2,4,6,0.002,0.012,786.72,0.02,91.0,False
1552,13.0,7.0,2.0,0,100000,2.98,7506,4512,145,2,734,6770,0.002,7.506,492093.36,9.84,91.0,False
1553,13.0,7.0,3.0,0,100000,2.98,3693,2334,68,9,540,3144,0.009,3.693,242113.08,21.79,91.0,False
1554,13.0,7.0,4.0,0,100000,2.98,2191,1401,30,26,412,1753,0.026,2.191,143641.96,37.35,91.0,False
1555,13.0,7.0,5.0,0,100000,2.98,1444,980,21,28,307,1109,0.028,1.444,94668.64,26.51,91.0,False
1556,13.0,7.0,6.0,0,100000,2.98,948,709,14,32,239,677,0.032,0.948,62150.88,19.89,91.0,False
1557,13.0,7.0,7.0,0,100000,2.98,708,490,19,33,194,481,0.033,0.708,46416.48,15.32,91.0,False
1558,13.0,7.0,8.0,0,100000,2.98,519,423,6,34,146,339,0.034,0.519,34025.64,11.57,91.0,False
1559,13.0,7.0,9.0,0,100000,2.98,346,290,2,13,94,239,0.013,0.346,22683.76,2.95,91.0,False
1560,13.0,8.0,10.0,0,100000,2.98,291,228,6,16,104,171,0.016,0.291,19077.96,3.05,104.0,False
1561,13.0,8.0,11.0,0,100000,2.98,206,211,9,19,77,110,0.019,0.206,13505.36,2.57,104.0,False
1562,13.0,8.0,12.0,0,100000,2.98,146,186,4,19,50,77,0.019,0.146,9571.76,1.82,104.0,False
1563,13.0,8.0,13.0,0,100000,2.98,111,147,2,6,48,57,0.006,0.111,7277.16,0.44,104.0,False
1564,13.0,8.0,14.0,0,100000,2.98,96,157,7,10,35,51,0.01,0.096,6293.76,0.63,104.0,False
1565,13.0,8.0,15.0,0,100000,2.98,70,103,1,12,21,37,0.012,0.07,4589.2,0.55,104.0,False
1566,13.0,8.0,16.0,0,100000,2.98,52,84,3,8,23,21,0.008,0.052,3409.12,0.27,104.0,False
1567,13.0,8.0,17.0,0,100000,2.98,38,78,1,5,8,25,0.005,0.038,2491.28,0.12,104.0,False
1568,13.0,8.0,18.0,0,100000,2.98,33,80,7,3,9,21,0.003,0.033,2163.48,0.06,104.0,False
1569,13.0,8.0,19.0,0,100000,2.98,19,74,2,3,6,10,0.003,0.019,1245.64,0.04,104.0,False
1570,13.0,8.0,1.0,0,100000,2.98,17302,10723,311,1,878,16423,0.001,17.302,1134319.12,11.34,104.0,False
1571,13.0,8.0,20.0,0,100000,2.98,22,55,1,5,4,13,0.005,0.022,1442.32,0.07,104.0,False
1572,13.0,8.0,2.0,0,100000,2.98,7344,4528,119,6,736,6602,0.006,7.344,481472.64,28.89,104.0,False
1573,13.0,8.0,3.0,0,100000,2.98,3825,2371,80,13,577,3235,0.013,3.825,250767.0,32.6,104.0,False
1574,13.0,8.0,4.0,0,100000,2.98,2211,1405,40,25,441,1745,0.025,2.211,144953.16,36.24,104.0,False
1575,13.0,8.0,5.0,0,100000,2.98,1365,933,22,33,337,995,0.033,1.365,89489.4,29.53,104.0,False
1576,13.0,8.0,6.0,0,100000,2.98,973,701,18,36,273,664,0.036,0.973,63789.88,22.96,104.0,False
1577,13.0,8.0,7.0,0,100000,2.98,721,527,14,42,224,455,0.042,0.721,47268.76,19.85,104.0,False
1578,13.0,8.0,8.0,0,100000,2.98,482,381,9,31,162,289,0.031,0.482,31599.92,9.8,104.0,False
1579,13.0,8.0,9.0,0,100000,2.98,375,290,5,23,132,220,0.023,0.375,24585.0,5.65,104.0,False
1580,13.0,9.0,10.0,0,100000,2.98,276,253,8,28,104,144,0.028,0.276,18094.56,5.07,117.0,False
1581,13.0,9.0,11.0,0,100000,2.98,217,238,7,31,74,112,0.031,0.217,14226.52,4.41,117.0,False
1582,13.0,9.0,12.0,0,100000,2.98,183,182,3,20,67,96,0.02,0.183,11997.48,2.4,117.0,False
1583,13.0,9.0,13.0,0,100000,2.98,142,143,4,16,66,60,0.016,0.142,9309.52,1.49,117.0,False
1584,13.0,9.0,14.0,0,100000,2.98,100,131,4,13,36,51,0.013,0.1,6556.0,0.85,117.0,False
1585,13.0,9.0,15.0,0,100000,2.98,87,95,2,17,30,40,0.017,0.087,5703.72,0.97,117.0,False
1586,13.0,9.0,16.0,0,100000,2.98,60,88,3,7,24,29,0.007,0.06,3933.6,0.28,117.0,False
1587,13.0,9.0,17.0,0,100000,2.98,50,86,2,2,26,22,0.002,0.05,3278.0,0.07,117.0,False
1588,13.0,9.0,18.0,0,100000,2.98,34,65,2,4,14,16,0.004,0.034,2229.04,0.09,117.0,False
1589,13.0,9.0,19.0,0,100000,2.98,30,65,0,4,12,14,0.004,0.03,1966.8,0.08,117.0,False
1590,13.0,9.0,1.0,0,100000,2.98,17392,10544,301,0,859,16533,0.0,17.392,1140219.52,0.0,117.0,False
1591,13.0,9.0,20.0,0,100000,2.98,18,60,1,3,7,8,0.003,0.018,1180.08,0.04,117.0,False
1592,13.0,9.0,2.0,0,100000,2.98,7212,4432,141,7,710,6495,0.007,7.212,472818.72,33.1,117.0,False
1593,13.0,9.0,3.0,0,100000,2.98,3868,2374,71,19,567,3282,0.019,3.868,253586.08,48.18,117.0,False
1594,13.0,9.0,4.0,0,100000,2.98,2218,1488,45,24,427,1767,0.024,2.218,145412.08,34.9,117.0,False
1595,13.0,9.0,5.0,0,100000,2.98,1467,923,23,31,352,1084,0.031,1.467,96176.52,29.81,117.0,False
1596,13.0,9.0,6.0,0,100000,2.98,1028,711,19,48,292,688,0.048,1.028,67395.68,32.35,117.0,False
1597,13.0,9.0,7.0,0,100000,2.98,718,492,10,39,210,469,0.039,0.718,47072.08,18.36,117.0,False
1598,13.0,9.0,8.0,0,100000,2.98,533,389,8,38,178,317,0.038,0.533,34943.48,13.28,117.0,False
1599,13.0,9.0,9.0,0,100000,2.98,385,311,4,30,135,220,0.03,0.385,25240.6,7.57,117.0,False
1600,14.0,10.0,10.0,0,100000,2.98,287,252,3,33,99,155,0.033,0.287,18815.72,6.21,140.0,False
1601,14.0,10.0,11.0,0,100000,2.98,219,199,8,28,75,116,0.028,0.219,14357.64,4.02,140.0,False
1602,14.0,10.0,12.0,0,100000,2.98,211,166,6,23,79,109,0.023,0.211,13833.16,3.18,140.0,False
1603,14.0,10.0,13.0,0,100000,2.98,131,158,5,19,56,56,0.019,0.131,8588.36,1.63,140.0,False
1604,14.0,10.0,14.0,0,100000,2.98,86,145,5,15,28,43,0.015,0.086,5638.16,0.85,140.0,False
1605,14.0,10.0,15.0,0,100000,2.98,81,116,3,14,32,35,0.014,0.081,5310.36,0.74,140.0,False
1606,14.0,10.0,16.0,0,100000,2.98,61,114,1,13,13,35,0.013,0.061,3999.16,0.52,140.0,False
1607,14.0,10.0,17.0,0,100000,2.98,58,90,2,7,25,26,0.007,0.058,3802.48,0.27,140.0,False
1608,14.0,10.0,18.0,0,100000,2.98,40,65,0,7,8,25,0.007,0.04,2622.4,0.18,140.0,False
1609,14.0,10.0,19.0,0,100000,2.98,25,78,4,8,5,12,0.008,0.025,1639.0,0.13,140.0,False
1610,14.0,10.0,1.0,0,100000,2.98,17440,10603,277,0,892,16548,0.0,17.44,1143366.4,0.0,140.0,False
1611,14.0,10.0,20.0,0,100000,2.98,22,83,1,4,4,14,0.004,0.022,1442.32,0.06,140.0,False
1612,14.0,10.0,2.0,0,100000,2.98,7291,4662,142,12,711,6568,0.012,7.291,477997.96,57.36,140.0,False
1613,14.0,10.0,3.0,0,100000,2.98,3832,2365,71,18,576,3238,0.018,3.832,251225.92,45.22,140.0,False
1614,14.0,10.0,4.0,0,100000,2.98,2225,1369,33,28,413,1784,0.028,2.225,145871.0,40.84,140.0,False
1615,14.0,10.0,5.0,0,100000,2.98,1482,983,38,44,351,1087,0.044,1.482,97159.92,42.75,140.0,False
1616,14.0,10.0,6.0,0,100000,2.98,999,687,22,47,284,668,0.047,0.999,65494.44,30.78,140.0,False
1617,14.0,10.0,7.0,0,100000,2.98,731,500,6,41,250,440,0.041,0.731,47924.36,19.65,140.0,False
1618,14.0,10.0,8.0,0,100000,2.98,514,443,7,29,176,309,0.029,0.514,33697.84,9.77,140.0,False
1619,14.0,10.0,9.0,0,100000,2.98,408,329,5,35,119,254,0.035,0.408,26748.48,9.36,140.0,False
1620,14.0,11.0,10.0,0,100000,2.98,319,257,8,29,106,184,0.029,0.319,20913.64,6.06,154.0,False
1621,14.0,11.0,11.0,0,100000,2.98,233,220,5,22,84,127,0.022,0.233,15275.48,3.36,154.0,False
1622,14.0,11.0,12.0,0,100000,2.98,168,182,3,18,68,82,0.018,0.168,11014.08,1.98,154.0,False
1623,14.0,11.0,13.0,0,100000,2.98,135,162,6,19,54,62,0.019,0.135,8850.6,1.68,154.0,False
1624,14.0,11.0,14.0,0,100000,2.98,110,159,3,21,41,48,0.021,0.11,7211.6,1.51,154.0,False
1625,14.0,11.0,15.0,0,100000,2.98,95,130,6,17,38,40,0.017,0.095,6228.2,1.06,154.0,False
1626,14.0,11.0,16.0,0,100000,2.98,74,93,2,8,29,37,0.008,0.074,4851.44,0.39,154.0,False
1627,14.0,11.0,17.0,0,100000,2.98,49,103,1,10,16,23,0.01,0.049,3212.44,0.32,154.0,False
1628,14.0,11.0,18.0,0,100000,2.98,46,78,3,8,20,18,0.008,0.046,3015.76,0.24,154.0,False
1629,14.0,11.0,19.0,0,100000,2.98,30,72,0,9,11,10,0.009,0.03,1966.8,0.18,154.0,False
1630,14.0,11.0,1.0,0,100000,2.98,17221,10726,317,0,933,16288,0.0,17.221,1129008.76,0.0,154.0,False
1631,14.0,11.0,20.0,0,100000,2.98,27,62,0,2,14,11,0.002,0.027,1770.12,0.04,154.0,False
1632,14.0,11.0,2.0,0,100000,2.98,7364,4697,144,10,743,6611,0.01,7.364,482783.84,48.28,154.0,False
1633,14.0,11.0,3.0,0,100000,2.98,3675,2357,60,24,520,3131,0.024,3.675,240933.0,57.82,154.0,False
1634,14.0,11.0,4.0,0,100000,2.98,2193,1429,41,22,444,1727,0.022,2.193,143773.08,31.63,154.0,False
1635,14.0,11.0,5.0,0,100000,2.98,1536,1001,30,32,348,1156,0.032,1.536,100700.16,32.22,154.0,False
1636,14.0,11.0,6.0,0,100000,2.98,1039,695,20,37,299,703,0.037,1.039,68116.84,25.2,154.0,False
1637,14.0,11.0,7.0,0,100000,2.98,729,509,17,41,226,462,0.041,0.729,47793.24,19.6,154.0,False
1638,14.0,11.0,8.0,0,100000,2.98,524,406,14,40,179,305,0.04,0.524,34353.44,13.74,154.0,False
1639,14.0,11.0,9.0,0,100000,2.98,382,350,6,23,128,231,0.023,0.382,25043.92,5.76,154.0,False
1640,14.0,12.0,10.0,0,100000,2.98,333,259,8,38,136,159,0.038,0.333,21831.48,8.3,168.0,False
1641,14.0,12.0,11.0,0,100000,2.98,239,214,9,32,89,118,0.032,0.239,15668.84,5.01,168.0,False
1642,14.0,12.0,12.0,0,100000,2.98,186,181,4,22,74,90,0.022,0.186,12194.16,2.68,168.0,False
1643,14.0,12.0,13.0,0,100000,2.98,157,165,2,23,62,72,0.023,0.157,10292.92,2.37,168.0,False
1644,14.0,12.0,14.0,0,100000,2.98,115,128,5,22,45,48,0.022,0.115,7539.4,1.66,168.0,False
1645,14.0,12.0,15.0,0,100000,2.98,95,117,3,15,35,45,0.015,0.095,6228.2,0.93,168.0,False
1646,14.0,12.0,16.0,0,100000,2.98,50,107,2,14,20,16,0.014,0.05,3278.0,0.46,168.0,False
1647,14.0,12.0,17.0,0,100000,2.98,46,99,3,9,18,19,0.009,0.046,3015.76,0.27,168.0,False
1648,14.0,12.0,18.0,0,100000,2.98,41,66,1,11,14,16,0.011,0.041,2687.96,0.3,168.0,False
1649,14.0,12.0,19.0,0,100000,2.98,47,67,0,14,18,15,0.014,0.047,3081.32,0.43,168.0,False
1650,14.0,12.0,1.0,0,100000,2.98,17443,10907,305,0,928,16515,0.0,17.443,1143563.08,0.0,168.0,False
1651,14.0,12.0,20.0,0,100000,2.98,34,57,3,6,15,13,0.006,0.034,2229.04,0.13,168.0,False
1652,14.0,12.0,2.0,0,100000,2.98,7106,4568,125,3,701,6402,0.003,7.106,465869.36,13.98,168.0,False
1653,14.0,12.0,3.0,0,100000,2.98,3779,2367,59,19,589,3171,0.019,3.779,247751.24,47.07,168.0,False
1654,14.0,12.0,4.0,0,100000,2.98,2209,1444,33,22,445,1742,0.022,2.209,144822.04,31.86,168.0,False
1655,14.0,12.0,5.0,0,100000,2.98,1530,978,21,49,366,1115,0.049,1.53,100306.8,49.15,168.0,False
1656,14.0,12.0,6.0,0,100000,2.98,997,709,23,48,269,680,0.048,0.997,65363.32,31.37,168.0,False
1657,14.0,12.0,7.0,0,100000,2.98,763,534,17,49,251,463,0.049,0.763,50022.28,24.51,168.0,False
1658,14.0,12.0,8.0,0,100000,2.98,534,423,13,48,181,305,0.048,0.534,35009.04,16.8,168.0,False
1659,14.0,12.0,9.0,0,100000,2.98,419,346,12,52,156,211,0.052,0.419,27469.64,14.28,168.0,False
1660,14.0,13.0,10.0,0,100000,2.98,327,272,3,40,128,159,0.04,0.327,21438.12,8.58,182.0,False
1661,14.0,13.0,11.0,0,100000,2.98,232,241,5,28,79,125,0.028,0.232,15209.92,4.26,182.0,False
1662,14.0,13.0,12.0,0,100000,2.98,199,173,11,34,59,106,0.034,0.199,13046.44,4.44,182.0,False
1663,14.0,13.0,13.0,0,100000,2.98,154,155,5,19,57,78,0.019,0.154,10096.24,1.92,182.0,False
1664,14.0,13.0,14.0,0,100000,2.98,119,149,1,26,40,53,0.026,0.119,7801.64,2.03,182.0,False
1665,14.0,13.0,15.0,0,100000,2.98,101,112,1,16,48,37,0.016,0.101,6621.56,1.06,182.0,False
1666,14.0,13.0,16.0,0,100000,2.98,82,111,3,17,40,25,0.017,0.082,5375.92,0.91,182.0,False
1667,14.0,13.0,17.0,0,100000,2.98,61,99,4,17,18,26,0.017,0.061,3999.16,0.68,182.0,False
1668,14.0,13.0,18.0,0,100000,2.98,53,81,1,15,16,22,0.015,0.053,3474.68,0.52,182.0,False
1669,14.0,13.0,19.0,0,100000,2.98,34,70,0,8,15,11,0.008,0.034,2229.04,0.18,182.0,False
1670,14.0,13.0,1.0,0,100000,2.98,17379,10646,308,0,884,16495,0.0,17.379,1139367.24,0.0,182.0,False
1671,14.0,13.0,20.0,0,100000,2.98,31,66,1,7,13,11,0.007,0.031,2032.36,0.14,182.0,False
1672,14.0,13.0,2.0,0,100000,2.98,7252,4569,128,7,751,6494,0.007,7.252,475441.12,33.28,182.0,False
1673,14.0,13.0,3.0,0,100000,2.98,3862,2360,84,30,591,3241,0.03,3.862,253192.72,75.96,182.0,False
1674,14.0,13.0,4.0,0,100000,2.98,2222,1411,39,23,460,1739,0.023,2.222,145674.32,33.51,182.0,False
1675,14.0,13.0,5.0,0,100000,2.98,1474,982,28,48,320,1106,0.048,1.474,96635.44,46.39,182.0,False
1676,14.0,13.0,6.0,0,100000,2.98,1041,699,25,54,299,688,0.054,1.041,68247.96,36.85,182.0,False
1677,14.0,13.0,7.0,0,100000,2.98,758,504,17,46,232,480,0.046,0.758,49694.48,22.86,182.0,False
1678,14.0,13.0,8.0,0,100000,2.98,559,389,12,37,178,344,0.037,0.559,36648.04,13.56,182.0,False
1679,14.0,13.0,9.0,0,100000,2.98,397,329,8,32,155,210,0.032,0.397,26027.32,8.33,182.0,False
1680,14.0,14.0,10.0,0,100000,2.98,344,287,4,51,133,160,0.051,0.344,22552.64,11.5,196.0,True
1681,14.0,14.0,11.0,0,100000,2.98,255,226,9,30,102,123,0.03,0.255,16717.8,5.02,196.0,True
1682,14.0,14.0,12.0,0,100000,2.98,196,181,5,27,78,91,0.027,0.196,12849.76,3.47,196.0,True
1683,14.0,14.0,13.0,0,100000,2.98,186,174,7,28,76,82,0.028,0.186,12194.16,3.41,196.0,True
1684,14.0,14.0,14.0,0,100000,2.98,119,148,3,17,54,48,0.017,0.119,7801.64,1.33,196.0,True
1685,14.0,14.0,15.0,0,100000,2.98,107,121,7,21,51,35,0.021,0.107,7014.92,1.47,196.0,True
1686,14.0,14.0,16.0,0,100000,2.98,70,102,2,13,29,28,0.013,0.07,4589.2,0.6,196.0,True
1687,14.0,14.0,17.0,0,100000,2.98,75,93,6,16,28,31,0.016,0.075,4917.0,0.79,196.0,True
1688,14.0,14.0,18.0,0,100000,2.98,36,96,1,8,14,14,0.008,0.036,2360.16,0.19,196.0,True
1689,14.0,14.0,19.0,0,100000,2.98,40,72,1,9,18,13,0.009,0.04,2622.4,0.24,196.0,True
1690,14.0,14.0,1.0,0,100000,2.98,17478,10803,314,1,907,16570,0.001,17.478,1145857.68,11.46,196.0,True
1691,14.0,14.0,20.0,0,100000,2.98,28,70,3,5,13,10,0.005,0.028,1835.68,0.09,196.0,True
1692,14.0,14.0,2.0,0,100000,2.98,7183,4547,149,5,703,6475,0.005,7.183,470917.48,23.55,196.0,True
1693,14.0,14.0,3.0,0,100000,2.98,3817,2478,71,16,583,3218,0.016,3.817,250242.52,40.04,196.0,True
1694,14.0,14.0,4.0,0,100000,2.98,2243,1398,43,30,447,1766,0.03,2.243,147051.08,44.12,196.0,True
1695,14.0,14.0,5.0,0,100000,2.98,1517,980,21,31,389,1097,0.031,1.517,99454.52,30.83,196.0,True
1696,14.0,14.0,6.0,0,100000,2.98,1032,699,12,45,319,668,0.045,1.032,67657.92,30.45,196.0,True
1697,14.0,14.0,7.0,0,100000,2.98,774,524,16,38,262,474,0.038,0.774,50743.44,19.28,196.0,True
1698,14.0,14.0,8.0,0,100000,2.98,545,396,5,49,180,316,0.049,0.545,35730.2,17.51,196.0,True
1699,14.0,14.0,9.0,0,100000,2.98,413,318,7,39,146,228,0.039,0.413,27076.28,10.56,196.0,True
1700,14.0,15.0,10.0,0,100000,2.98,343,251,5,34,131,178,0.034,0.343,22487.08,7.65,210.0,False
1701,14.0,15.0,11.0,0,100000,2.98,264,230,4,40,89,135,0.04,0.264,17307.84,6.92,210.0,False
1702,14.0,15.0,12.0,0,100000,2.98,189,178,3,29,77,83,0.029,0.189,12390.84,3.59,210.0,False
1703,14.0,15.0,13.0,0,100000,2.98,146,178,5,32,57,57,0.032,0.146,9571.76,3.06,210.0,False
1704,14.0,15.0,14.0,0,100000,2.98,119,152,6,23,39,57,0.023,0.119,7801.64,1.79,210.0,False
1705,14.0,15.0,15.0,0,100000,2.98,101,110,3,20,45,36,0.02,0.101,6621.56,1.32,210.0,False
1706,14.0,15.0,16.0,0,100000,2.98,76,119,2,18,38,20,0.018,0.076,4982.56,0.9,210.0,False
1707,14.0,15.0,17.0,0,100000,2.98,59,95,4,14,19,26,0.014,0.059,3868.04,0.54,210.0,False
1708,14.0,15.0,18.0,0,100000,2.98,56,82,0,9,23,24,0.009,0.056,3671.36,0.33,210.0,False
1709,14.0,15.0,19.0,0,100000,2.98,55,68,2,20,18,17,0.02,0.055,3605.8,0.72,210.0,False
1710,14.0,15.0,1.0,0,100000,2.98,17632,10681,318,0,897,16735,0.0,17.632,1155953.92,0.0,210.0,False
1711,14.0,15.0,20.0,0,100000,2.98,42,70,2,15,17,10,0.015,0.042,2753.52,0.41,210.0,False
1712,14.0,15.0,2.0,0,100000,2.98,7389,4418,146,10,767,6612,0.01,7.389,484422.84,48.44,210.0,False
1713,14.0,15.0,3.0,0,100000,2.98,3680,2362,79,17,544,3119,0.017,3.68,241260.8,41.01,210.0,False
1714,14.0,15.0,4.0,0,100000,2.98,2173,1403,47,31,482,1660,0.031,2.173,142461.88,44.16,210.0,False
1715,14.0,15.0,5.0,0,100000,2.98,1392,951,20,42,359,991,0.042,1.392,91259.52,38.33,210.0,False
1716,14.0,15.0,6.0,0,100000,2.98,1009,763,19,60,274,675,0.06,1.009,66150.04,39.69,210.0,False
1717,14.0,15.0,7.0,0,100000,2.98,733,509,14,43,261,429,0.043,0.733,48055.48,20.66,210.0,False
1718,14.0,15.0,8.0,0,100000,2.98,552,417,9,41,203,308,0.041,0.552,36189.12,14.84,210.0,False
1719,14.0,15.0,9.0,0,100000,2.98,425,310,7,49,146,230,0.049,0.425,27863.0,13.65,210.0,False
1720,14.0,16.0,10.0,0,100000,2.98,326,253,5,45,108,173,0.045,0.326,21372.56,9.62,224.0,False
1721,14.0,16.0,11.0,0,100000,2.98,274,251,4,36,99,139,0.036,0.274,17963.44,6.47,224.0,False
1722,14.0,16.0,12.0,0,100000,2.98,209,196,2,33,74,102,0.033,0.209,13702.04,4.52,224.0,False
1723,14.0,16.0,13.0,0,100000,2.98,169,171,2,28,68,73,0.028,0.169,11079.64,3.1,224.0,False
1724,14.0,16.0,14.0,0,100000,2.98,141,135,3,31,50,60,0.031,0.141,9243.96,2.87,224.0,False
1725,14.0,16.0,15.0,0,100000,2.98,121,128,0,32,47,42,0.032,0.121,7932.76,2.54,224.0,False
1726,14.0,16.0,16.0,0,100000,2.98,82,134,2,22,34,26,0.022,0.082,5375.92,1.18,224.0,False
1727,14.0,16.0,17.0,0,100000,2.98,65,97,2,17,25,23,0.017,0.065,4261.4,0.72,224.0,False
1728,14.0,16.0,18.0,0,100000,2.98,58,92,1,12,25,21,0.012,0.058,3802.48,0.46,224.0,False
1729,14.0,16.0,19.0,0,100000,2.98,32,73,1,7,8,17,0.007,0.032,2097.92,0.15,224.0,False
1730,14.0,16.0,1.0,0,100000,2.98,17378,10654,333,1,877,16500,0.001,17.378,1139301.68,11.39,224.0,False
1731,14.0,16.0,20.0,0,100000,2.98,23,66,2,5,10,8,0.005,0.023,1507.88,0.08,224.0,False
1732,14.0,16.0,2.0,0,100000,2.98,7283,4546,175,6,725,6552,0.006,7.283,477473.48,28.65,224.0,False
1733,14.0,16.0,3.0,0,100000,2.98,3774,2323,66,19,582,3173,0.019,3.774,247423.44,47.01,224.0,False
1734,14.0,16.0,4.0,0,100000,2.98,2214,1456,41,42,440,1732,0.042,2.214,145149.84,60.96,224.0,False
1735,14.0,16.0,5.0,0,100000,2.98,1509,983,30,31,402,1076,0.031,1.509,98930.04,30.67,224.0,False
1736,14.0,16.0,6.0,0,100000,2.98,989,711,13,53,268,668,0.053,0.989,64838.84,34.36,224.0,False
1737,14.0,16.0,7.0,0,100000,2.98,771,542,9,54,240,477,0.054,0.771,50546.76,27.3,224.0,False
1738,14.0,16.0,8.0,0,100000,2.98,596,407,14,51,215,330,0.051,0.596,39073.76,19.93,224.0,False
1739,14.0,16.0,9.0,0,100000,2.98,435,332,17,47,163,225,0.047,0.435,28518.6,13.4,224.0,False
1740,14.0,17.0,10.0,0,100000,2.98,347,247,5,34,135,178,0.034,0.347,22749.32,7.73,238.0,False
1741,14.0,17.0,11.0,0,100000,2.98,257,219,4,44,94,119,0.044,0.257,16848.92,7.41,238.0,False
1742,14.0,17.0,12.0,0,100000,2.98,229,190,4,40,92,97,0.04,0.229,15013.24,6.01,238.0,False
1743,14.0,17.0,13.0,0,100000,2.98,150,171,5,21,74,55,0.021,0.15,9834.0,2.07,238.0,False
1744,14.0,17.0,14.0,0,100000,2.98,125,140,0,30,52,43,0.03,0.125,8195.0,2.46,238.0,False
1745,14.0,17.0,15.0,0,100000,2.98,90,145,4,22,41,27,0.022,0.09,5900.4,1.3,238.0,False
1746,14.0,17.0,16.0,0,100000,2.98,85,106,4,17,33,35,0.017,0.085,5572.6,0.95,238.0,False
1747,14.0,17.0,17.0,0,100000,2.98,62,98,1,10,32,20,0.01,0.062,4064.72,0.41,238.0,False
1748,14.0,17.0,18.0,0,100000,2.98,57,94,3,15,18,24,0.015,0.057,3736.92,0.56,238.0,False
1749,14.0,17.0,19.0,0,100000,2.98,36,86,2,11,15,10,0.011,0.036,2360.16,0.26,238.0,False
1750,14.0,17.0,1.0,0,100000,2.98,17649,10658,340,2,898,16749,0.002,17.649,1157068.44,23.14,238.0,False
1751,14.0,17.0,20.0,0,100000,2.98,32,70,3,6,13,13,0.006,0.032,2097.92,0.13,238.0,False
1752,14.0,17.0,2.0,0,100000,2.98,7331,4519,163,6,741,6584,0.006,7.331,480620.36,28.84,238.0,False
1753,14.0,17.0,3.0,0,100000,2.98,3741,2459,80,17,548,3176,0.017,3.741,245259.96,41.69,238.0,False
1754,14.0,17.0,4.0,0,100000,2.98,2263,1403,36,33,456,1774,0.033,2.263,148362.28,48.96,238.0,False
1755,14.0,17.0,5.0,0,100000,2.98,1430,971,23,41,379,1010,0.041,1.43,93750.8,38.44,238.0,False
1756,14.0,17.0,6.0,0,100000,2.98,1049,660,20,54,275,720,0.054,1.049,68772.44,37.14,238.0,False
1757,14.0,17.0,7.0,0,100000,2.98,724,486,17,52,209,463,0.052,0.724,47465.44,24.68,238.0,False
1758,14.0,17.0,8.0,0,100000,2.98,576,389,9,52,193,331,0.052,0.576,37762.56,19.64,238.0,False
1759,14.0,17.0,9.0,0,100000,2.98,433,338,17,42,163,228,0.042,0.433,28387.48,11.92,238.0,False
1760,14.0,18.0,10.0,0,100000,2.98,363,274,5,48,119,196,0.048,0.363,23798.28,11.42,252.0,False
1761,14.0,18.0,11.0,0,100000,2.98,263,230,4,40,106,117,0.04,0.263,17242.28,6.9,252.0,False
1762,14.0,18.0,12.0,0,100000,2.98,217,193,6,34,72,111,0.034,0.217,14226.52,4.84,252.0,False
1763,14.0,18.0,13.0,0,100000,2.98,178,156,5,39,70,69,0.039,0.178,11669.68,4.55,252.0,False
