,Ancho_cm,Alto_cm,Espesor_cm,Distancia_cm,BeamOn,Actividad_Ci,Neutrones,Gammas,Electrones,N_termicos,N_epitermicos,N_rapidos,Frac_termica_%,Efic_deteccion_%,Tasa_n_det_ps,Tasa_term_ps,Area_frontal_cm2,Cara_cuadrada
3739,19.0,16.0,9.0,0,100000,2.98,455,341,8,53,161,241,0.053,0.455,29829.8,15.81,304.0,False
3740,19.0,17.0,10.0,0,100000,2.98,331,270,7,46,126,159,0.046,0.331,21700.36,9.98,323.0,False
3741,19.0,17.0,11.0,0,100000,2.98,272,249,4,39,110,123,0.039,0.272,17832.32,6.95,323.0,False
3742,19.0,17.0,12.0,0,100000,2.98,233,180,4,38,96,99,0.038,0.233,15275.48,5.8,323.0,False
3743,19.0,17.0,13.0,0,100000,2.98,194,172,3,37,81,76,0.037,0.194,12718.64,4.71,323.0,False
3744,19.0,17.0,14.0,0,100000,2.98,155,150,3,30,64,61,0.03,0.155,10161.8,3.05,323.0,False
3745,19.0,17.0,15.0,0,100000,2.98,105,136,1,23,46,36,0.023,0.105,6883.8,1.58,323.0,False
3746,19.0,17.0,16.0,0,100000,2.98,88,118,1,24,42,22,0.024,0.088,5769.28,1.38,323.0,False
3747,19.0,17.0,17.0,0,100000,2.98,53,104,3,14,25,14,0.014,0.053,3474.68,0.49,323.0,False
3748,19.0,17.0,18.0,0,100000,2.98,64,94,1,16,25,23,0.016,0.064,4195.84,0.67,323.0,False
3749,19.0,17.0,19.0,0,100000,2.98,41,87,0,8,24,9,0.008,0.041,2687.96,0.22,323.0,False
3750,19.0,17.0,1.0,0,100000,2.98,17454,10528,300,0,868,16586,0.0,17.454,1144284.24,0.0,323.0,False
3751,19.0,17.0,20.0,0,100000,2.98,39,59,1,10,19,10,0.01,0.039,2556.84,0.26,323.0,False
3752,19.0,17.0,2.0,0,100000,2.98,7233,4559,149,10,756,6467,0.01,7.233,474195.48,47.42,323.0,False
3753,19.0,17.0,3.0,0,100000,2.98,3803,2379,76,17,555,3231,0.017,3.803,249324.68,42.39,323.0,False
3754,19.0,17.0,4.0,0,100000,2.98,2326,1444,38,35,440,1851,0.035,2.326,152492.56,53.37,323.0,False
3755,19.0,17.0,5.0,0,100000,2.98,1564,918,27,51,386,1127,0.051,1.564,102535.84,52.29,323.0,False
3756,19.0,17.0,6.0,0,100000,2.98,1020,674,15,53,307,660,0.053,1.02,66871.2,35.44,323.0,False
3757,19.0,17.0,7.0,0,100000,2.98,711,523,16,59,238,414,0.059,0.711,46613.16,27.5,323.0,False
3758,19.0,17.0,8.0,0,100000,2.98,549,409,14,47,198,304,0.047,0.549,35992.44,16.92,323.0,False
3759,19.0,17.0,9.0,0,100000,2.98,429,312,10,60,140,229,0.06,0.429,28125.24,16.88,323.0,False
3760,19.0,18.0,10.0,0,100000,2.98,353,258,8,42,134,177,0.042,0.353,23142.68,9.72,342.0,False
3761,19.0,18.0,11.0,0,100000,2.98,257,257,6,42,90,125,0.042,0.257,16848.92,7.08,342.0,False
3762,19.0,18.0,12.0,0,100000,2.98,194,211,7,26,87,81,0.026,0.194,12718.64,3.31,342.0,False
3763,19.0,18.0,13.0,0,100000,2.98,170,156,3,31,59,80,0.031,0.17,11145.2,3.46,342.0,False
3764,19.0,18.0,14.0,0,100000,2.98,158,162,3,37,70,51,0.037,0.158,10358.48,3.83,342.0,False
3765,19.0,18.0,15.0,0,100000,2.98,123,140,1,27,63,33,0.027,0.123,8063.88,2.18,342.0,False
3766,19.0,18.0,16.0,0,100000,2.98,99,110,3,22,48,29,0.022,0.099,6490.44,1.43,342.0,False
3767,19.0,18.0,17.0,0,100000,2.98,81,112,1,18,35,28,0.018,0.081,5310.36,0.96,342.0,False
3768,19.0,18.0,18.0,0,100000,2.98,75,82,1,18,34,23,0.018,0.075,4917.0,0.89,342.0,False
3769,19.0,18.0,19.0,0,100000,2.98,51,91,1,20,14,17,0.02,0.051,3343.56,0.67,342.0,False
3770,19.0,18.0,1.0,0,100000,2.98,17301,10655,274,0,856,16445,0.0,17.301,1134253.56,0.0,342.0,False
3771,19.0,18.0,20.0,0,100000,2.98,41,54,1,11,16,14,0.011,0.041,2687.96,0.3,342.0,False
3772,19.0,18.0,2.0,0,100000,2.98,7196,4556,150,6,687,6503,0.006,7.196,471769.76,28.31,342.0,False
3773,19.0,18.0,3.0,0,100000,2.98,3800,2299,76,18,564,3218,0.018,3.8,249128.0,44.84,342.0,False
3774,19.0,18.0,4.0,0,100000,2.98,2182,1415,37,41,412,1729,0.041,2.182,143051.92,58.65,342.0,False
3775,19.0,18.0,5.0,0,100000,2.98,1463,940,16,39,346,1078,0.039,1.463,95914.28,37.41,342.0,False
3776,19.0,18.0,6.0,0,100000,2.98,1038,657,26,50,297,691,0.05,1.038,68051.28,34.03,342.0,False
3777,19.0,18.0,7.0,0,100000,2.98,765,523,13,41,236,488,0.041,0.765,50153.4,20.56,342.0,False
3778,19.0,18.0,8.0,0,100000,2.98,537,408,8,41,180,316,0.041,0.537,35205.72,14.43,342.0,False
3779,19.0,18.0,9.0,0,100000,2.98,422,333,8,39,164,219,0.039,0.422,27666.32,10.79,342.0,False
3780,19.0,19.0,10.0,0,100000,2.98,336,288,9,48,124,164,0.048,0.336,22028.16,10.57,361.0,True
3781,19.0,19.0,11.0,0,100000,2.98,285,210,5,52,112,121,0.052,0.285,18684.6,9.72,361.0,True
3782,19.0,19.0,12.0,0,100000,2.98,231,196,2,41,95,95,0.041,0.231,15144.36,6.21,361.0,True
3783,19.0,19.0,13.0,0,100000,2.98,175,159,5,28,73,74,0.028,0.175,11473.0,3.21,361.0,True
3784,19.0,19.0,14.0,0,100000,2.98,183,142,2,43,75,65,0.043,0.183,11997.48,5.16,361.0,True
3785,19.0,19.0,15.0,0,100000,2.98,137,141,2,24,67,46,0.024,0.137,8981.72,2.16,361.0,True
3786,19.0,19.0,16.0,0,100000,2.98,91,114,4,21,39,31,0.021,0.091,5965.96,1.25,361.0,True
3787,19.0,19.0,17.0,0,100000,2.98,66,118,1,23,21,22,0.023,0.066,4326.96,1.0,361.0,True
3788,19.0,19.0,18.0,0,100000,2.98,67,99,1,20,30,17,0.02,0.067,4392.52,0.88,361.0,True
3789,19.0,19.0,19.0,0,100000,2.98,45,79,1,9,21,15,0.009,0.045,2950.2,0.27,361.0,True
3790,19.0,19.0,1.0,0,100000,2.98,17415,10746,325,1,913,16501,0.001,17.415,1141727.4,11.42,361.0,True
3791,19.0,19.0,20.0,0,100000,2.98,50,68,0,16,19,15,0.016,0.05,3278.0,0.52,361.0,True
3792,19.0,19.0,2.0,0,100000,2.98,7319,4575,163,8,738,6573,0.008,7.319,479833.64,38.39,361.0,True
3793,19.0,19.0,3.0,0,100000,2.98,3757,2339,81,23,597,3137,0.023,3.757,246308.92,56.65,361.0,True
3794,19.0,19.0,4.0,0,100000,2.98,2285,1456,39,37,481,1767,0.037,2.285,149804.6,55.43,361.0,True
3795,19.0,19.0,5.0,0,100000,2.98,1460,937,32,41,343,1076,0.041,1.46,95717.6,39.24,361.0,True
3796,19.0,19.0,6.0,0,100000,2.98,1048,736,16,51,281,716,0.051,1.048,68706.88,35.04,361.0,True
3797,19.0,19.0,7.0,0,100000,2.98,751,532,14,66,264,421,0.066,0.751,49235.56,32.5,361.0,True
3798,19.0,19.0,8.0,0,100000,2.98,597,407,9,55,210,332,0.055,0.597,39139.32,21.53,361.0,True
3799,19.0,19.0,9.0,0,100000,2.98,421,334,8,47,163,211,0.047,0.421,27600.76,12.97,361.0,True
3800,19.0,1.0,10.0,0,100000,2.98,124,188,3,0,2,122,0.0,0.124,8129.44,0.0,19.0,False
3801,19.0,1.0,11.0,0,100000,2.98,87,136,4,0,2,85,0.0,0.087,5703.72,0.0,19.0,False
3802,19.0,1.0,12.0,0,100000,2.98,72,146,3,0,2,70,0.0,0.072,4720.32,0.0,19.0,False
3803,19.0,1.0,13.0,0,100000,2.98,50,103,3,0,1,49,0.0,0.05,3278.0,0.0,19.0,False
3804,19.0,1.0,14.0,0,100000,2.98,41,99,3,0,1,40,0.0,0.041,2687.96,0.0,19.0,False
3805,19.0,1.0,15.0,0,100000,2.98,25,81,0,0,0,25,0.0,0.025,1639.0,0.0,19.0,False
3806,19.0,1.0,16.0,0,100000,2.98,18,66,2,0,0,18,0.0,0.018,1180.08,0.0,19.0,False
3807,19.0,1.0,17.0,0,100000,2.98,12,52,1,0,1,11,0.0,0.012,786.72,0.0,19.0,False
3808,19.0,1.0,18.0,0,100000,2.98,11,40,3,0,2,9,0.0,0.011,721.16,0.0,19.0,False
3809,19.0,1.0,19.0,0,100000,2.98,10,54,5,0,1,9,0.0,0.01,655.6,0.0,19.0,False
3810,19.0,1.0,1.0,0,100000,2.98,16891,10597,238,0,586,16305,0.0,16.891,1107373.96,0.0,19.0,False
3811,19.0,1.0,20.0,0,100000,2.98,6,34,2,0,0,6,0.0,0.006,393.36,0.0,19.0,False
3812,19.0,1.0,2.0,0,100000,2.98,6883,4510,124,0,361,6522,0.0,6.883,451249.48,0.0,19.0,False
3813,19.0,1.0,3.0,0,100000,2.98,3274,2264,60,0,159,3115,0.0,3.274,214643.44,0.0,19.0,False
3814,19.0,1.0,4.0,0,100000,2.98,1820,1362,40,0,81,1739,0.0,1.82,119319.2,0.0,19.0,False
3815,19.0,1.0,5.0,0,100000,2.98,1040,877,25,1,53,986,0.001,1.04,68182.4,0.68,19.0,False
3816,19.0,1.0,6.0,0,100000,2.98,621,633,9,0,34,587,0.0,0.621,40712.76,0.0,19.0,False
3817,19.0,1.0,7.0,0,100000,2.98,389,439,16,0,12,377,0.0,0.389,25502.84,0.0,19.0,False
3818,19.0,1.0,8.0,0,100000,2.98,252,332,9,0,9,243,0.0,0.252,16521.12,0.0,19.0,False
3819,19.0,1.0,9.0,0,100000,2.98,173,259,4,0,7,166,0.0,0.173,11341.88,0.0,19.0,False
3820,19.0,20.0,10.0,0,100000,2.98,350,289,6,47,137,166,0.047,0.35,22946.0,10.78,380.0,False
3821,19.0,20.0,11.0,0,100000,2.98,264,205,3,49,106,109,0.049,0.264,17307.84,8.48,380.0,False
3822,19.0,20.0,12.0,0,100000,2.98,221,222,2,35,96,90,0.035,0.221,14488.76,5.07,380.0,False
3823,19.0,20.0,13.0,0,100000,2.98,171,186,6,36,72,63,0.036,0.171,11210.76,4.04,380.0,False
3824,19.0,20.0,14.0,0,100000,2.98,127,155,3,17,63,47,0.017,0.127,8326.12,1.42,380.0,False
3825,19.0,20.0,15.0,0,100000,2.98,107,125,5,28,41,38,0.028,0.107,7014.92,1.96,380.0,False
3826,19.0,20.0,16.0,0,100000,2.98,88,110,4,23,36,29,0.023,0.088,5769.28,1.33,380.0,False
3827,19.0,20.0,17.0,0,100000,2.98,62,95,0,11,30,21,0.011,0.062,4064.72,0.45,380.0,False
3828,19.0,20.0,18.0,0,100000,2.98,58,92,2,22,28,8,0.022,0.058,3802.48,0.84,380.0,False
3829,19.0,20.0,19.0,0,100000,2.98,46,81,1,12,16,18,0.012,0.046,3015.76,0.36,380.0,False
3830,19.0,20.0,1.0,0,100000,2.98,17461,10520,290,1,859,16601,0.001,17.461,1144743.16,11.45,380.0,False
3831,19.0,20.0,20.0,0,100000,2.98,38,74,4,12,18,8,0.012,0.038,2491.28,0.3,380.0,False
3832,19.0,20.0,2.0,0,100000,2.98,7158,4578,138,10,702,6446,0.01,7.158,469278.48,46.93,380.0,False
3833,19.0,20.0,3.0,0,100000,2.98,3610,2337,75,14,562,3034,0.014,3.61,236671.6,33.13,380.0,False
3834,19.0,20.0,4.0,0,100000,2.98,2185,1505,50,26,445,1714,0.026,2.185,143248.6,37.24,380.0,False
3835,19.0,20.0,5.0,0,100000,2.98,1437,950,22,48,356,1033,0.048,1.437,94209.72,45.22,380.0,False
3836,19.0,20.0,6.0,0,100000,2.98,1059,683,24,41,304,714,0.041,1.059,69428.04,28.47,380.0,False
3837,19.0,20.0,7.0,0,100000,2.98,767,483,8,59,228,480,0.059,0.767,50284.52,29.67,380.0,False
3838,19.0,20.0,8.0,0,100000,2.98,555,424,13,58,190,307,0.058,0.555,36385.8,21.1,380.0,False
3839,19.0,20.0,9.0,0,100000,2.98,455,334,9,51,159,245,0.051,0.455,29829.8,15.21,380.0,False
3840,19.0,2.0,10.0,0,100000,2.98,109,258,9,0,10,99,0.0,0.109,7146.04,0.0,38.0,False
3841,19.0,2.0,11.0,0,100000,2.98,77,183,6,0,6,71,0.0,0.077,5048.12,0.0,38.0,False
3842,19.0,2.0,12.0,0,100000,2.98,72,143,4,1,8,63,0.001,0.072,4720.32,0.05,38.0,False
3843,19.0,2.0,13.0,0,100000,2.98,46,112,3,0,4,42,0.0,0.046,3015.76,0.0,38.0,False
3844,19.0,2.0,14.0,0,100000,2.98,29,110,0,0,0,29,0.0,0.029,1901.24,0.0,38.0,False
3845,19.0,2.0,15.0,0,100000,2.98,16,91,2,0,1,15,0.0,0.016,1048.96,0.0,38.0,False
3846,19.0,2.0,16.0,0,100000,2.98,18,80,2,0,0,18,0.0,0.018,1180.08,0.0,38.0,False
3847,19.0,2.0,17.0,0,100000,2.98,11,68,3,0,0,11,0.0,0.011,721.16,0.0,38.0,False
3848,19.0,2.0,18.0,0,100000,2.98,8,55,4,0,0,8,0.0,0.008,524.48,0.0,38.0,False
3849,19.0,2.0,19.0,0,100000,2.98,6,51,1,0,0,6,0.0,0.006,393.36,0.0,38.0,False
3850,19.0,2.0,1.0,0,100000,2.98,17092,10710,313,0,800,16292,0.0,17.092,1120551.52,0.0,38.0,False
3851,19.0,2.0,20.0,0,100000,2.98,6,41,0,0,0,6,0.0,0.006,393.36,0.0,38.0,False
3852,19.0,2.0,2.0,0,100000,2.98,7159,4512,131,1,571,6587,0.001,7.159,469344.04,4.69,38.0,False
3853,19.0,2.0,3.0,0,100000,2.98,3391,2402,60,3,350,3038,0.003,3.391,222313.96,6.67,38.0,False
3854,19.0,2.0,4.0,0,100000,2.98,1832,1364,43,2,201,1629,0.002,1.832,120105.92,2.4,38.0,False
3855,19.0,2.0,5.0,0,100000,2.98,1102,891,29,1,118,983,0.001,1.102,72247.12,0.72,38.0,False
3856,19.0,2.0,6.0,0,100000,2.98,692,632,13,1,78,613,0.001,0.692,45367.52,0.45,38.0,False
3857,19.0,2.0,7.0,0,100000,2.98,445,462,9,2,49,394,0.002,0.445,29174.2,0.58,38.0,False
3858,19.0,2.0,8.0,0,100000,2.98,276,371,5,0,26,250,0.0,0.276,18094.56,0.0,38.0,False
3859,19.0,2.0,9.0,0,100000,2.98,188,289,5,0,17,171,0.0,0.188,12325.28,0.0,38.0,False
3860,19.0,3.0,10.0,0,100000,2.98,142,240,7,5,23,114,0.005,0.142,9309.52,0.47,57.0,False
3861,19.0,3.0,11.0,0,100000,2.98,113,176,5,1,24,88,0.001,0.113,7408.28,0.07,57.0,False
3862,19.0,3.0,12.0,0,100000,2.98,67,157,6,1,11,55,0.001,0.067,4392.52,0.04,57.0,False
3863,19.0,3.0,13.0,0,100000,2.98,52,137,1,1,9,42,0.001,0.052,3409.12,0.03,57.0,False
3864,19.0,3.0,14.0,0,100000,2.98,48,103,0,1,7,40,0.001,0.048,3146.88,0.03,57.0,False
3865,19.0,3.0,15.0,0,100000,2.98,29,93,4,0,4,25,0.0,0.029,1901.24,0.0,57.0,False
3866,19.0,3.0,16.0,0,100000,2.98,25,73,0,0,1,24,0.0,0.025,1639.0,0.0,57.0,False
3867,19.0,3.0,17.0,0,100000,2.98,25,54,1,0,5,20,0.0,0.025,1639.0,0.0,57.0,False
3868,19.0,3.0,18.0,0,100000,2.98,15,47,1,0,3,12,0.0,0.015,983.4,0.0,57.0,False
3869,19.0,3.0,19.0,0,100000,2.98,8,61,2,0,3,5,0.0,0.008,524.48,0.0,57.0,False
3870,19.0,3.0,1.0,0,100000,2.98,17470,10692,327,0,827,16643,0.0,17.47,1145333.2,0.0,57.0,False
3871,19.0,3.0,20.0,0,100000,2.98,4,50,0,0,0,4,0.0,0.004,262.24,0.0,57.0,False
3872,19.0,3.0,2.0,0,100000,2.98,7163,4559,170,2,583,6578,0.002,7.163,469606.28,9.39,57.0,False
3873,19.0,3.0,3.0,0,100000,2.98,3619,2378,76,2,441,3176,0.002,3.619,237261.64,4.75,57.0,False
3874,19.0,3.0,4.0,0,100000,2.98,2049,1428,49,6,315,1728,0.006,2.049,134332.44,8.06,57.0,False
3875,19.0,3.0,5.0,0,100000,2.98,1234,904,28,8,184,1042,0.008,1.234,80901.04,6.47,57.0,False
3876,19.0,3.0,6.0,0,100000,2.98,757,671,17,2,119,636,0.002,0.757,49628.92,0.99,57.0,False
3877,19.0,3.0,7.0,0,100000,2.98,484,501,15,7,91,386,0.007,0.484,31731.04,2.22,57.0,False
3878,19.0,3.0,8.0,0,100000,2.98,330,370,14,5,44,281,0.005,0.33,21634.8,1.08,57.0,False
3879,19.0,3.0,9.0,0,100000,2.98,221,288,9,1,45,175,0.001,0.221,14488.76,0.14,57.0,False
3880,19.0,4.0,10.0,0,100000,2.98,166,230,5,7,29,130,0.007,0.166,10882.96,0.76,76.0,False
3881,19.0,4.0,11.0,0,100000,2.98,117,183,3,4,23,90,0.004,0.117,7670.52,0.31,76.0,False
3882,19.0,4.0,12.0,0,100000,2.98,97,134,4,3,20,74,0.003,0.097,6359.32,0.19,76.0,False
3883,19.0,4.0,13.0,0,100000,2.98,64,143,2,1,15,48,0.001,0.064,4195.84,0.04,76.0,False
3884,19.0,4.0,14.0,0,100000,2.98,56,110,4,2,12,42,0.002,0.056,3671.36,0.07,76.0,False
3885,19.0,4.0,15.0,0,100000,2.98,37,96,5,0,5,32,0.0,0.037,2425.72,0.0,76.0,False
3886,19.0,4.0,16.0,0,100000,2.98,29,83,1,2,9,18,0.002,0.029,1901.24,0.04,76.0,False
3887,19.0,4.0,17.0,0,100000,2.98,20,58,1,0,5,15,0.0,0.02,1311.2,0.0,76.0,False
3888,19.0,4.0,18.0,0,100000,2.98,14,57,2,0,4,10,0.0,0.014,917.84,0.0,76.0,False
3889,19.0,4.0,19.0,0,100000,2.98,10,59,3,0,2,8,0.0,0.01,655.6,0.0,76.0,False
3890,19.0,4.0,1.0,0,100000,2.98,17292,10601,265,0,895,16397,0.0,17.292,1133663.52,0.0,76.0,False
3891,19.0,4.0,20.0,0,100000,2.98,10,67,1,1,2,7,0.001,0.01,655.6,0.01,76.0,False
3892,19.0,4.0,2.0,0,100000,2.98,7250,4524,166,3,705,6542,0.003,7.25,475310.0,14.26,76.0,False
3893,19.0,4.0,3.0,0,100000,2.98,3714,2356,71,6,498,3210,0.006,3.714,243489.84,14.61,76.0,False
3894,19.0,4.0,4.0,0,100000,2.98,2168,1475,40,8,380,1780,0.008,2.168,142134.08,11.37,76.0,False
3895,19.0,4.0,5.0,0,100000,2.98,1352,942,23,14,261,1077,0.014,1.352,88637.12,12.41,76.0,False
3896,19.0,4.0,6.0,0,100000,2.98,875,674,26,6,167,702,0.006,0.875,57365.0,3.44,76.0,False
3897,19.0,4.0,7.0,0,100000,2.98,592,503,20,15,138,439,0.015,0.592,38811.52,5.82,76.0,False
3898,19.0,4.0,8.0,0,100000,2.98,373,370,9,12,87,274,0.012,0.373,24453.88,2.93,76.0,False
3899,19.0,4.0,9.0,0,100000,2.98,280,306,10,4,58,218,0.004,0.28,18356.8,0.73,76.0,False
3900,19.0,5.0,10.0,0,100000,2.98,210,257,8,6,61,143,0.006,0.21,13767.6,0.83,95.0,False
3901,19.0,5.0,11.0,0,100000,2.98,181,189,4,9,47,125,0.009,0.181,11866.36,1.07,95.0,False
3902,19.0,5.0,12.0,0,100000,2.98,91,157,6,7,23,61,0.007,0.091,5965.96,0.42,95.0,False
3903,19.0,5.0,13.0,0,100000,2.98,101,137,4,7,33,61,0.007,0.101,6621.56,0.46,95.0,False
3904,19.0,5.0,14.0,0,100000,2.98,67,105,3,5,11,51,0.005,0.067,4392.52,0.22,95.0,False
3905,19.0,5.0,15.0,0,100000,2.98,45,101,0,3,11,31,0.003,0.045,2950.2,0.09,95.0,False
3906,19.0,5.0,16.0,0,100000,2.98,42,80,2,4,10,28,0.004,0.042,2753.52,0.11,95.0,False
3907,19.0,5.0,17.0,0,100000,2.98,21,60,2,1,6,14,0.001,0.021,1376.76,0.01,95.0,False
3908,19.0,5.0,18.0,0,100000,2.98,19,52,4,2,5,12,0.002,0.019,1245.64,0.02,95.0,False
3909,19.0,5.0,19.0,0,100000,2.98,11,57,2,0,1,10,0.0,0.011,721.16,0.0,95.0,False
3910,19.0,5.0,1.0,0,100000,2.98,17282,10665,290,1,880,16401,0.001,17.282,1133007.92,11.33,95.0,False
3911,19.0,5.0,20.0,0,100000,2.98,10,51,1,0,4,6,0.0,0.01,655.6,0.0,95.0,False
3912,19.0,5.0,2.0,0,100000,2.98,7272,4561,150,5,679,6588,0.005,7.272,476752.32,23.84,95.0,False
3913,19.0,5.0,3.0,0,100000,2.98,3694,2298,80,8,521,3165,0.008,3.694,242178.64,19.37,95.0,False
3914,19.0,5.0,4.0,0,100000,2.98,2125,1453,46,22,364,1739,0.022,2.125,139315.0,30.65,95.0,False
3915,19.0,5.0,5.0,0,100000,2.98,1303,943,27,15,258,1030,0.015,1.303,85424.68,12.81,95.0,False
3916,19.0,5.0,6.0,0,100000,2.98,894,680,26,5,204,685,0.005,0.894,58610.64,2.93,95.0,False
3917,19.0,5.0,7.0,0,100000,2.98,675,525,13,26,189,460,0.026,0.675,44253.0,11.51,95.0,False
3918,19.0,5.0,8.0,0,100000,2.98,427,364,4,8,103,316,0.008,0.427,27994.12,2.24,95.0,False
3919,19.0,5.0,9.0,0,100000,2.98,335,286,8,15,75,245,0.015,0.335,21962.6,3.29,95.0,False
3920,19.0,6.0,10.0,0,100000,2.98,247,259,6,8,71,168,0.008,0.247,16193.32,1.3,114.0,False
3921,19.0,6.0,11.0,0,100000,2.98,191,190,5,10,64,117,0.01,0.191,12521.96,1.25,114.0,False
3922,19.0,6.0,12.0,0,100000,2.98,116,179,3,10,34,72,0.01,0.116,7604.96,0.76,114.0,False
3923,19.0,6.0,13.0,0,100000,2.98,96,146,1,4,22,70,0.004,0.096,6293.76,0.25,114.0,False
3924,19.0,6.0,14.0,0,100000,2.98,92,110,3,9,22,61,0.009,0.092,6031.52,0.54,114.0,False
3925,19.0,6.0,15.0,0,100000,2.98,55,99,3,6,20,29,0.006,0.055,3605.8,0.22,114.0,False
3926,19.0,6.0,16.0,0,100000,2.98,42,93,4,1,15,26,0.001,0.042,2753.52,0.03,114.0,False
3927,19.0,6.0,17.0,0,100000,2.98,34,82,1,2,7,25,0.002,0.034,2229.04,0.04,114.0,False
3928,19.0,6.0,18.0,0,100000,2.98,29,56,1,2,8,19,0.002,0.029,1901.24,0.04,114.0,False
3929,19.0,6.0,19.0,0,100000,2.98,25,43,0,2,8,15,0.002,0.025,1639.0,0.03,114.0,False
3930,19.0,6.0,1.0,0,100000,2.98,17493,10672,301,0,885,16608,0.0,17.493,1146841.08,0.0,114.0,False
3931,19.0,6.0,20.0,0,100000,2.98,14,53,2,1,3,10,0.001,0.014,917.84,0.01,114.0,False
3932,19.0,6.0,2.0,0,100000,2.98,7331,4506,131,5,741,6585,0.005,7.331,480620.36,24.03,114.0,False
3933,19.0,6.0,3.0,0,100000,2.98,3662,2419,80,10,561,3091,0.01,3.662,240080.72,24.01,114.0,False
3934,19.0,6.0,4.0,0,100000,2.98,2238,1397,35,17,460,1761,0.017,2.238,146723.28,24.94,114.0,False
3935,19.0,6.0,5.0,0,100000,2.98,1393,934,18,20,315,1058,0.02,1.393,91325.08,18.27,114.0,False
3936,19.0,6.0,6.0,0,100000,2.98,938,652,20,26,268,644,0.026,0.938,61495.28,15.99,114.0,False
3937,19.0,6.0,7.0,0,100000,2.98,635,515,19,18,182,435,0.018,0.635,41630.6,7.49,114.0,False
3938,19.0,6.0,8.0,0,100000,2.98,448,410,8,21,118,309,0.021,0.448,29370.88,6.17,114.0,False
3939,19.0,6.0,9.0,0,100000,2.98,343,298,9,25,100,218,0.025,0.343,22487.08,5.62,114.0,False
3940,19.0,7.0,10.0,0,100000,2.98,241,268,7,19,84,138,0.019,0.241,15799.96,3.0,133.0,False
3941,19.0,7.0,11.0,0,100000,2.98,197,228,3,9,73,115,0.009,0.197,12915.32,1.16,133.0,False
3942,19.0,7.0,12.0,0,100000,2.98,137,166,1,14,45,78,0.014,0.137,8981.72,1.26,133.0,False
3943,19.0,7.0,13.0,0,100000,2.98,109,153,3,8,34,67,0.008,0.109,7146.04,0.57,133.0,False
3944,19.0,7.0,14.0,0,100000,2.98,73,133,4,8,22,43,0.008,0.073,4785.88,0.38,133.0,False
3945,19.0,7.0,15.0,0,100000,2.98,60,114,3,4,20,36,0.004,0.06,3933.6,0.16,133.0,False
3946,19.0,7.0,16.0,0,100000,2.98,48,98,3,5,17,26,0.005,0.048,3146.88,0.16,133.0,False
3947,19.0,7.0,17.0,0,100000,2.98,35,87,4,5,11,19,0.005,0.035,2294.6,0.11,133.0,False
3948,19.0,7.0,18.0,0,100000,2.98,24,72,1,1,6,17,0.001,0.024,1573.44,0.02,133.0,False
3949,19.0,7.0,19.0,0,100000,2.98,30,62,1,7,8,15,0.007,0.03,1966.8,0.14,133.0,False
3950,19.0,7.0,1.0,0,100000,2.98,17600,10590,290,0,959,16641,0.0,17.6,1153856.0,0.0,133.0,False
3951,19.0,7.0,20.0,0,100000,2.98,14,59,2,4,3,7,0.004,0.014,917.84,0.04,133.0,False
3952,19.0,7.0,2.0,0,100000,2.98,7407,4615,133,3,702,6702,0.003,7.407,485602.92,14.57,133.0,False
3953,19.0,7.0,3.0,0,100000,2.98,3698,2353,65,11,529,3158,0.011,3.698,242440.88,26.67,133.0,False
3954,19.0,7.0,4.0,0,100000,2.98,2181,1429,37,22,411,1748,0.022,2.181,142986.36,31.46,133.0,False
3955,19.0,7.0,5.0,0,100000,2.98,1382,920,24,29,324,1029,0.029,1.382,90603.92,26.28,133.0,False
3956,19.0,7.0,6.0,0,100000,2.98,985,675,21,36,261,688,0.036,0.985,64576.6,23.25,133.0,False
3957,19.0,7.0,7.0,0,100000,2.98,683,506,22,24,217,442,0.024,0.683,44777.48,10.75,133.0,False
3958,19.0,7.0,8.0,0,100000,2.98,486,402,10,31,142,313,0.031,0.486,31862.16,9.88,133.0,False
3959,19.0,7.0,9.0,0,100000,2.98,390,274,8,25,131,234,0.025,0.39,25568.4,6.39,133.0,False
3960,19.0,8.0,10.0,0,100000,2.98,274,269,4,29,103,142,0.029,0.274,17963.44,5.21,152.0,False
3961,19.0,8.0,11.0,0,100000,2.98,228,235,6,22,67,139,0.022,0.228,14947.68,3.29,152.0,False
3962,19.0,8.0,12.0,0,100000,2.98,163,175,3,18,57,88,0.018,0.163,10686.28,1.92,152.0,False
3963,19.0,8.0,13.0,0,100000,2.98,130,148,5,16,40,74,0.016,0.13,8522.8,1.36,152.0,False
3964,19.0,8.0,14.0,0,100000,2.98,96,128,3,12,30,54,0.012,0.096,6293.76,0.76,152.0,False
3965,19.0,8.0,15.0,0,100000,2.98,72,100,1,5,23,44,0.005,0.072,4720.32,0.24,152.0,False
3966,19.0,8.0,16.0,0,100000,2.98,56,97,2,7,26,23,0.007,0.056,3671.36,0.26,152.0,False
3967,19.0,8.0,17.0,0,100000,2.98,50,94,1,7,14,29,0.007,0.05,3278.0,0.23,152.0,False
3968,19.0,8.0,18.0,0,100000,2.98,48,84,3,8,24,16,0.008,0.048,3146.88,0.25,152.0,False
3969,19.0,8.0,19.0,0,100000,2.98,25,62,2,7,7,11,0.007,0.025,1639.0,0.11,152.0,False
3970,19.0,8.0,1.0,0,100000,2.98,17352,10624,291,0,915,16437,0.0,17.352,1137597.12,0.0,152.0,False
